Videos,Shot_Boundary,Duration,Entropy,Average_Intensities,Average_Intensities_30,Average_Intensities_60,Optical_Flow,Funny,Average_Memorability,Topics,Average_Hue,Exciting,Median_Hue,Sentiments,Entropy,Optical_Flow,Exciting,Funny,Average_Memorability,Language,Topics,Average_Hue,Median_Hue,Sentiments,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat,Effectiveness,,,
0QkZL3l1t-w,105,109,0.226938643,0.377771689,0.415502356,0.41511634,1151728.239,0,0.724985839,37,"[0.3317528719503067, 0.33704206269021597, 0.33852931821583593]",0.4,"[0.31499027091752735, 0.32099236641221374, 0.32281844035324053]",7,0.226938643,1151728.239,0.4,0,0.724985839,1,37,"[0.3317528719503067, 0.33704206269021597, 0.33852931821583593]","[0.31499027091752735, 0.32099236641221374, 0.32281844035324053]",7,135,0,0,0,0,0,1,0,0,0,1,,,
0tteHhYh9rU,16,40,0.970950594,0.347233023,0.385837595,0.351629399,1110483.641,0.2,0.724967887,33,"[0.3432958197167757, 0.3467450299564272, 0.3505093273420481]",0.4,"[0.3419934640522876, 0.3455555555555555, 0.34898692810457516]",3,0.970950594,1110483.641,0.4,0.2,0.724967887,1,33,"[0.3432958197167757, 0.3467450299564272, 0.3505093273420481]","[0.3419934640522876, 0.3455555555555555, 0.34898692810457516]",3,151,1,0,0,0,0,0,0,1,0,5,,,
0UoJyED73bQ,20,60,0.918295834,0.062234414,0.163555192,0.111361491,431351.3765,0,0.723448147,10,"[0.0, 0.0, 0.0]",0.6,"[0.0, 0.0, 0.0]",5,0.918295834,431351.3765,0.6,0,0.723448147,1,10,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",5,164,0,0,0,0,0,1,0,0,0,1,,,
0WUF3yjgGf4,22,65,0.923338889,0.34038023,0.401987578,0.357274435,1504848.953,0.2,0.724461594,10,"[0.3143847281180514, 0.31219543831278224, 0.3109993009231184]",0.2,"[0.3066302809783707, 0.3031938548615322, 0.3010309278350516]",15,0.923338889,1504848.953,0.2,0.2,0.724461594,1,10,"[0.3143847281180514, 0.31219543831278224, 0.3109993009231184]","[0.3066302809783707, 0.3031938548615322, 0.3010309278350516]",15,90,1,0,0,0,0,0,0,0,1,5,,,
0XSNrKgA94g,28,42,0.918295834,0.406709486,0.447063133,0.433739035,1306445.565,0.6,0.724247626,2,"[0.4032637332710861, 0.40327419856831637, 0.40362484438219715]",0.6,"[0.4046685340802988, 0.40354808590102703, 0.40319327731092436]",9,0.918295834,1306445.565,0.6,0.6,0.724247626,0,2,"[0.4032637332710861, 0.40327419856831637, 0.40362484438219715]","[0.4046685340802988, 0.40354808590102703, 0.40319327731092436]",9,148,0,0,0,0,0,1,0,1,0,2,,,
10okyjMjlH8,30,61,0.999806133,0.424273425,0.500067297,0.458036375,1459723.125,0.8,0.725491026,21,"[0.4236112443165674, 0.42469640256464897, 0.4246314205029838]",0.8,"[0.4392369991474851, 0.44077152600170505, 0.4384271099744246]",6,0.999806133,1459723.125,0.8,0.8,0.725491026,1,21,"[0.4236112443165674, 0.42469640256464897, 0.4246314205029838]","[0.4392369991474851, 0.44077152600170505, 0.4384271099744246]",6,96,1,0,0,0,0,0,0,1,1,5,,,
111MTs7MGuw,27,62,0.987956501,0.113756074,0.115174852,0.121230569,820940.0334,0.2,0.722833695,37,"[0.11677901697591782, 0.11668994275562573, 0.1168984954160635]",0.6,"[0.11344913804447954, 0.11352809580207922, 0.11354125542834582]",21,0.987956501,820940.0334,0.6,0.2,0.722833695,1,37,"[0.11677901697591782, 0.11668994275562573, 0.1168984954160635]","[0.11344913804447954, 0.11352809580207922, 0.11354125542834582]",21,107,0,0,1,0,0,0,0,1,0,5,,,
113mRmchumY,7,99,0.368556778,0.314627962,0.548871845,0.420881366,1153099.925,0.6,0.724948491,8,"[0.22433135390621586, 0.23573179859192006, 0.24955257270693515]",0.4,"[0.20345440189498618, 0.21987761547572052, 0.2388998552441111]",6,0.368556778,1153099.925,0.4,0.6,0.724948491,1,8,"[0.22433135390621586, 0.23573179859192006, 0.24955257270693515]","[0.20345440189498618, 0.21987761547572052, 0.2388998552441111]",6,143,0,0,1,0,0,0,0,1,0,1,,,
12sqXKF6Zv4,26,31,0.637387499,0.462034545,0.507583978,0.525353485,2212763.665,0.4,0.725520366,21,"[0.3671975367207816, 0.36800455935062204, 0.3687310685923113]",0.6,"[0.35410078009698503, 0.3549652118912081, 0.35677841028884677]",30,0.637387499,2212763.665,0.6,0.4,0.725520366,1,21,"[0.3671975367207816, 0.36800455935062204, 0.3687310685923113]","[0.35410078009698503, 0.3549652118912081, 0.35677841028884677]",30,134,1,0,0,0,0,0,0,1,1,5,,,
17j5QzF3kqE,7,71,0.464514944,0.210596952,0.270731567,0.217889314,649685.6987,0.2,0.723387243,17,"[0.21644579343365264, 0.215453882618939, 0.21485457991336065]",0.4,"[0.2580483356133151, 0.25711354309165524, 0.25656634746922025]",15,0.464514944,649685.6987,0.4,0.2,0.723387243,1,17,"[0.21644579343365264, 0.215453882618939, 0.21485457991336065]","[0.2580483356133151, 0.25711354309165524, 0.25656634746922025]",15,120,1,0,0,0,0,0,0,0,0,5,,,
19EW551nCS4,12,30,0.970950594,0.249393822,0.255138567,0.264912656,1158796.418,0.8,0.723902337,26,"[0.26307944981645626, 0.2672000626734712, 0.2705052489032143]",0.6,"[0.2623153370937416, 0.2639269406392694, 0.2666398066075745]",3,0.970950594,1158796.418,0.6,0.8,0.723902337,1,26,"[0.26307944981645626, 0.2672000626734712, 0.2705052489032143]","[0.2623153370937416, 0.2639269406392694, 0.2666398066075745]",3,139,0,0,0,0,0,0,1,1,0,5,,,
1dc1eKHgy_o,8,30,0.836640742,0.383906683,0.468579511,0.520426239,669198.1927,1,0.725521009,9,"[0.0, 0.0, 0.0]",0.6,"[0.0, 0.0, 0.0]",6,0.836640742,669198.1927,0.6,1,0.725521009,1,9,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6,99,0,0,0,1,0,0,0,0,0,3,,,
1dcPHVFHCRY,18,38,0.998000884,0.10102763,0.197374289,0.186546192,787660.8966,0.8,0.72365854,9,"[0.001599221248783201, 0.001599221248783201, 0.001599221248783201]",0.4,"[4.171881518564873e-05, 4.171881518564873e-05, 4.171881518564873e-05]",6,0.998000884,787660.8966,0.4,0.8,0.72365854,0,9,"[0.001599221248783201, 0.001599221248783201, 0.001599221248783201]","[4.171881518564873e-05, 4.171881518564873e-05, 4.171881518564873e-05]",6,113,0,0,0,0,1,0,0,0,0,4,,,
1DHo8fYFsd0,19,30,0.948078244,0.124354962,0.192647619,0.171095487,730914.3362,1,0.723170496,8,"[0.05887027959331879, 0.05860130718954249, 0.058797294843863465]",0.4,"[0.032919389978213504, 0.033594771241830065, 0.03398692810457516]",6,0.948078244,730914.3362,0.4,1,0.723170496,1,8,"[0.05887027959331879, 0.05860130718954249, 0.058797294843863465]","[0.032919389978213504, 0.033594771241830065, 0.03398692810457516]",6,91,1,0,0,0,0,0,0,0,0,4,,,
1Dp0aCWbQSE,17,30,0.987137774,0.559281325,0.597529723,0.602654037,1502582.484,0.6,0.725266198,3,"[0.01209940087145969, 0.010918899782135071, 0.09907892156862745]",0.8,"[0.007398692810457516, 0.0031895424836601307, 0.0657516339869281]",14,0.987137774,1502582.484,0.8,0.6,0.725266198,0,3,"[0.01209940087145969, 0.010918899782135071, 0.09907892156862745]","[0.007398692810457516, 0.0031895424836601307, 0.0657516339869281]",14,153,0,0,0,1,0,0,0,0,0,3,,,
1Fki1SJ17kQ,42,90,0.996791632,0.654159484,0.646134617,0.640225324,1623054.171,0.2,0.725282924,15,"[0.6868541421945125, 0.6787655492304451, 0.6727308100659619]",0.6,"[0.6756483238456673, 0.6692328544320955, 0.6640643354115839]",21,0.996791632,1623054.171,0.6,0.2,0.725282924,1,15,"[0.6868541421945125, 0.6787655492304451, 0.6727308100659619]","[0.6756483238456673, 0.6692328544320955, 0.6640643354115839]",21,140,0,0,0,0,0,0,1,1,0,5,,,
1j6YA03hm4k,23,32,0.857148437,0.329490864,0.41918888,0.379183078,2263731.328,0.2,0.724702434,36,"[0.3690340557275542, 0.3682530099759202, 0.3676182920536636]",0.2,"[0.3641279669762642, 0.36291021671826623, 0.36181630546955623]",4,0.857148437,2263731.328,0.2,0.2,0.724702434,1,36,"[0.3690340557275542, 0.3682530099759202, 0.3676182920536636]","[0.3641279669762642, 0.36291021671826623, 0.36181630546955623]",4,112,1,0,0,0,0,0,0,1,1,5,,,
1KPPtmE079M,34,61,0.990479974,0.363649198,0.384161952,0.387264262,1836923.292,0.2,0.724181078,19,"[0.42061938664354603, 0.4205176792939397, 0.4207040316126452]",1,"[0.4096171802054155, 0.4090969721221822, 0.4092436974789916]",1,0.990479974,1836923.292,1,0.2,0.724181078,1,19,"[0.42061938664354603, 0.4205176792939397, 0.4207040316126452]","[0.4096171802054155, 0.4090969721221822, 0.4092436974789916]",1,83,0,0,0,1,0,0,0,1,0,5,,,
1krJqn3smbI,42,68,0.959686894,0.428509587,0.483020005,0.463904395,1610019.715,0.8,0.724903231,1,"[0.4648220658406513, 0.46259265106860736, 0.461764355026264]",0.8,"[0.4722482858173945, 0.4704438830747023, 0.4703717069649946]",14,0.959686894,1610019.715,0.8,0.8,0.724903231,1,1,"[0.4648220658406513, 0.46259265106860736, 0.461764355026264]","[0.4722482858173945, 0.4704438830747023, 0.4703717069649946]",14,162,1,0,0,0,0,0,0,1,1,5,,,
1lMxZNFripE,7,31,0.770629069,0.459020553,0.462979693,0.447541091,919125.6091,0.4,0.724451526,25,"[0.7414730919249423, 0.7411773930002108, 0.7405216020099802]",1,"[0.760573476702509, 0.7603204722749315, 0.7594771241830065]",4,0.770629069,919125.6091,1,0.4,0.724451526,1,25,"[0.7414730919249423, 0.7411773930002108, 0.7405216020099802]","[0.760573476702509, 0.7603204722749315, 0.7594771241830065]",4,105,0,0,1,0,0,0,0,1,0,5,,,
1MF4sCvkAAA,16,31,0.999249248,0.228985378,0.275613501,0.279173339,1514776.589,0,0.724869896,34,"[0.15960448208819386, 0.15900693927359974, 0.15849859353023904]",0,"[0.0969223132290891, 0.09689749317448498, 0.09736907421196327]",3,0.999249248,1514776.589,0,0,0.724869896,1,34,"[0.15960448208819386, 0.15900693927359974, 0.15849859353023904]","[0.0969223132290891, 0.09689749317448498, 0.09736907421196327]",3,152,0,0,0,0,0,0,1,1,1,5,,,
1Pahqq-1hp0,31,60,0.999198354,0.261071137,0.281766351,0.282558511,994263.1955,0.8,0.7258883,8,"[0.0, 0.0, 0.0]",0.4,"[0.0, 0.0, 0.0]",21,0.999198354,994263.1955,0.4,0.8,0.7258883,1,8,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",21,81,0,0,0,1,0,0,0,1,1,3,,,
1qB0lb401ZU,8,56,0.591672779,0.638428306,0.42824487,0.458331849,874399.9007,0.4,0.727362471,9,"[0.8595185574229693, 0.857992617880486, 0.8530934582166204]",0.6,"[0.9104061624649861, 0.9094397759103641, 0.9064425770308123]",5,0.591672779,874399.9007,0.6,0.4,0.727362471,1,9,"[0.8595185574229693, 0.857992617880486, 0.8530934582166204]","[0.9104061624649861, 0.9094397759103641, 0.9064425770308123]",5,126,0,0,0,0,0,0,1,0,0,4,,,
1sElYG7LmUU,1,90,0.088072259,0.250202748,0.326538424,0.332227909,644078.7026,0.4,0.724010314,19,"[0.03640128644050212, 0.03639530694432654, 0.03639326976581876]",0.6,"[0.03566013071895425, 0.035642701525054464, 0.035642701525054464]",1,0.088072259,644078.7026,0.6,0.4,0.724010314,1,19,"[0.03640128644050212, 0.03639530694432654, 0.03639326976581876]","[0.03566013071895425, 0.035642701525054464, 0.035642701525054464]",1,163,1,0,0,0,0,0,0,1,0,5,,,
1shK-j_u6LI,59,90,0.929008368,0.238357683,0.334350533,0.314373053,1389641.307,0.8,0.724122458,1,"[0.005612669169278616, 0.008797546589887507, 0.07989204448817948]",0.6,"[0.0018878927035498214, 0.005189882644507617, 0.057868649318463444]",14,0.929008368,1389641.307,0.6,0.8,0.724122458,1,1,"[0.005612669169278616, 0.008797546589887507, 0.07989204448817948]","[0.0018878927035498214, 0.005189882644507617, 0.057868649318463444]",14,112,1,0,0,0,0,0,0,0,1,3,,,
1SlSxuhLJVE,7,35,0.721928095,0.230706697,0.09602357,0.228545822,372673.4113,0.8,0.724468261,6,"[0.38950968830928584, 0.39214322049574546, 0.432897475027747]",0.6,"[0.17578616352201257, 0.15871254162042175, 0.2948205697373289]",6,0.721928095,372673.4113,0.6,0.8,0.724468261,-1,6,"[0.38950968830928584, 0.39214322049574546, 0.432897475027747]","[0.17578616352201257, 0.15871254162042175, 0.2948205697373289]",6,107,0,0,0,1,0,0,0,1,1,5,,,
1t7rSZT_77E,36,82,0.989245297,0.191358636,0.183289332,0.176366221,1811246.254,0.2,0.723870653,10,"[0.17765254670891928, 0.1801513088400343, 0.1806822514359279]",0.8,"[0.17372747078629433, 0.17444048326401268, 0.17455931867696572]",5,0.989245297,1811246.254,0.8,0.2,0.723870653,1,10,"[0.17765254670891928, 0.1801513088400343, 0.1806822514359279]","[0.17372747078629433, 0.17444048326401268, 0.17455931867696572]",5,103,1,0,0,0,0,0,0,0,0,5,,,
1USbTGYv9ZM,10,97,0.478723511,0.098796343,0.146638378,0.089942904,185574.1621,0.8,0.72358729,19,"[0.049360677398531394, 0.04960118615347373, 0.050283089916350644]",0.8,"[0.03560881142580489, 0.03698862260953764, 0.0429839425482127]",6,0.478723511,185574.1621,0.8,0.8,0.72358729,1,19,"[0.049360677398531394, 0.04960118615347373, 0.050283089916350644]","[0.03560881142580489, 0.03698862260953764, 0.0429839425482127]",6,118,0,0,0,1,0,0,0,0,0,3,,,
1vtcf13zT08,1,30,0.2108423,0.876549531,0.878266658,0.93381417,94665.25258,0.6,0.726526809,12,"[0.9936663398692812, 0.9929928104575161, 0.9928942810457515]",0.2,"[1.0, 1.0, 1.0]",8,0.2108423,94665.25258,0.2,0.6,0.726526809,1,12,"[0.9936663398692812, 0.9929928104575161, 0.9928942810457515]","[1.0, 1.0, 1.0]",8,129,1,0,0,0,0,0,0,1,0,3,,,
1w1myYavVsE,7,43,0.640944185,0.515660629,0.560241206,0.551533926,766582.3661,0.4,0.726353212,3,"[0.46055240750734533, 0.4598969763746476, 0.4583075867961863]",0,"[0.4834502608382803, 0.4825688073394495, 0.48143550998381]",6,0.640944185,766582.3661,0,0.4,0.726353212,0,3,"[0.46055240750734533, 0.4598969763746476, 0.4583075867961863]","[0.4834502608382803, 0.4825688073394495, 0.48143550998381]",6,109,0,0,0,0,0,0,1,0,0,1,,,
1WlRcXIO5ik,51,60,0.609840305,0.451042799,0.487093279,0.504636295,1623119.702,0.6,0.725296499,12,"[0.31861432461873657, 0.44303927015250527, 0.43558325163398703]",0.6,"[0.30922875816993467, 0.4469019607843137, 0.44501960784313727]",4,0.609840305,1623119.702,0.6,0.6,0.725296499,1,12,"[0.31861432461873657, 0.44303927015250527, 0.43558325163398703]","[0.30922875816993467, 0.4469019607843137, 0.44501960784313727]",4,109,0,0,0,1,0,0,0,1,1,5,,,
1XLyCDsKhGo,51,61,0.643639413,0.34104272,0.359267339,0.350170097,2615317.512,0.2,0.72403409,9,"[0.01236919175684846, 0.01954491678274224, 0.24706435944140856]",0.8,"[0.00570020357869924, 0.014775527697417766, 0.2686488803171542]",1,0.643639413,2615317.512,0.8,0.2,0.72403409,1,9,"[0.01236919175684846, 0.01954491678274224, 0.24706435944140856]","[0.00570020357869924, 0.014775527697417766, 0.2686488803171542]",1,91,1,0,0,0,0,0,0,0,1,1,,,
1Yq6W7YAHM4,47,80,0.97779457,0.441227192,0.448948071,0.432391757,1703409.54,0.2,0.725078774,36,"[0.4769921941142609, 0.47630304107826227, 0.47627146195265674]",0.6,"[0.4752006502082698, 0.46774357411358325, 0.467103525347963]",11,0.97779457,1703409.54,0.6,0.2,0.725078774,1,36,"[0.4769921941142609, 0.47630304107826227, 0.47627146195265674]","[0.4752006502082698, 0.46774357411358325, 0.467103525347963]",11,117,0,0,0,1,0,0,0,1,0,5,,,
2_M0SDk3ZaM,1,40,0.168660931,0.190973054,0.340548569,0.329739956,423340.6081,0,0.724797085,38,"[0.0, 0.0, 0.0]",0.2,"[0.0, 0.0, 0.0]",3,0.168660931,423340.6081,0.2,0,0.724797085,1,38,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",3,124,0,0,1,0,0,0,0,0,1,5,,,
23kdGfzDaCs,9,15,0.970950594,0.518836264,0.548670967,0.573648806,1050373.072,0.2,0.725390717,7,"[0.5327124183006537, 0.5323038080973129, 0.5315866693899785]",0.6,"[0.4969498910675382, 0.49564270152505446, 0.49411764705882355]",21,0.970950594,1050373.072,0.6,0.2,0.725390717,1,7,"[0.5327124183006537, 0.5323038080973129, 0.5315866693899785]","[0.4969498910675382, 0.49564270152505446, 0.49411764705882355]",21,95,0,0,1,0,0,0,0,1,0,3,,,
26bw-hBiAAI,50,49,0,0.194786388,0.267024659,0.235809579,1468526.186,0.2,0.724356973,26,"[0.20494086523498287, 0.2052975912587256, 0.20502228669245476]",0.6,"[0.19066293183940244, 0.19063625450180074, 0.18898225957049486]",4,0,1468526.186,0.6,0.2,0.724356973,1,26,"[0.20494086523498287, 0.2052975912587256, 0.20502228669245476]","[0.19066293183940244, 0.19063625450180074, 0.18898225957049486]",4,94,1,0,0,0,0,0,0,1,1,3,,,
28pbk_cQx-w,19,45,0.982474087,0.320230435,0.450131479,0.422349223,853391.7531,0.8,0.725132147,23,"[0.05967956504135574, 0.05967956504135574, 0.05967956504135574]",0.2,"[0.05906645844178379, 0.05906645844178379, 0.05906645844178379]",9,0.982474087,853391.7531,0.2,0.8,0.725132147,1,23,"[0.05967956504135574, 0.05967956504135574, 0.05967956504135574]","[0.05906645844178379, 0.05906645844178379, 0.05906645844178379]",9,97,0,0,0,0,0,0,1,1,0,5,,,
29dlGyKAySY,28,32,0.543564443,0.510508673,0.518731292,0.495379262,2138559.77,0.4,0.725118563,25,"[0.563272005772006, 0.5639007724301842, 0.5643169616331379]",0.6,"[0.5615991851285969, 0.561930226636109, 0.5618283677107206]",5,0.543564443,2138559.77,0.6,0.4,0.725118563,1,25,"[0.563272005772006, 0.5639007724301842, 0.5643169616331379]","[0.5615991851285969, 0.561930226636109, 0.5618283677107206]",5,112,0,0,0,0,0,0,1,1,0,5,,,
29GrCUTdu3A,38,45,0.623570208,0.157901614,0.276963672,0.265831603,879596.7612,0.8,0.723922504,2,"[0.00011619462599854757, 0.00011619462599854757, 0.00011619462599854757]",0.8,"[0.00011619462599854757, 0.00011619462599854757, 0.00011619462599854757]",4,0.623570208,879596.7612,0.8,0.8,0.723922504,0,2,"[0.00011619462599854757, 0.00011619462599854757, 0.00011619462599854757]","[0.00011619462599854757, 0.00011619462599854757, 0.00011619462599854757]",4,104,0,1,0,0,0,0,0,1,0,2,,,
29VGZtnCD30,8,21,0.958711883,0.392135737,0.480464274,0.501702041,956451.4267,0.6,0.723408452,2,"[0.4263447448872022, 0.42518883090870757, 0.42846919144001694]",0.4,"[0.524920936116382, 0.5228969006957622, 0.5218848829854523]",9,0.958711883,956451.4267,0.4,0.6,0.723408452,-1,2,"[0.4263447448872022, 0.42518883090870757, 0.42846919144001694]","[0.524920936116382, 0.5228969006957622, 0.5218848829854523]",9,132,0,0,0,1,0,0,0,1,1,3,,,
2BXRGzjo1_Q,43,96,0.992158662,0.117021101,0.198037278,0.197465791,395542.7294,0.8,0.723555552,23,"[0.0, 0.0, 0.0]",0.8,"[0.0, 0.0, 0.0]",6,0.992158662,395542.7294,0.8,0.8,0.723555552,1,23,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",6,162,0,0,0,0,0,0,1,0,0,5,,,
2Dq2-98HliQ,18,30,0.970950594,0.109673046,0.145206738,0.139385443,2234415.793,0.8,0.723493385,1,"[0.03851500215470805, 0.03928387380593263, 0.040652068519715576]",0.4,"[0.0099116569704805, 0.010342598577892695, 0.010342598577892695]",6,0.970950594,2234415.793,0.4,0.8,0.723493385,1,1,"[0.03851500215470805, 0.03928387380593263, 0.040652068519715576]","[0.0099116569704805, 0.010342598577892695, 0.010342598577892695]",6,108,0,0,0,0,1,0,0,0,0,3,,,
2fQUYCPe3Cs,1,61,0.120681014,0.683939814,0.696773416,0.665782272,1307860.277,0.8,0.725902441,1,"[0.5720234204793028, 0.5705726320582873, 0.569529201935783]",0.6,"[0.5829529626058074, 0.5802421515054109, 0.5780563591556841]",6,0.120681014,1307860.277,0.6,0.8,0.725902441,-1,1,"[0.5720234204793028, 0.5705726320582873, 0.569529201935783]","[0.5829529626058074, 0.5802421515054109, 0.5780563591556841]",6,146,0,0,0,0,0,1,0,1,0,2,,,
2G0loI0Jn5M,9,30,0.881290899,0.154613932,0.13097981,0.154442893,599213.728,1,0.72318872,10,"[0.23235009946007387, 0.2119943520886615, 0.18775224673202603]",0.8,"[0.19754901960784313, 0.1808610400682012, 0.16807331628303496]",6,0.881290899,599213.728,0.8,1,0.72318872,1,10,"[0.23235009946007387, 0.2119943520886615, 0.18775224673202603]","[0.19754901960784313, 0.1808610400682012, 0.16807331628303496]",6,112,0,0,1,0,0,0,0,0,0,5,,,
2IRWtukPJag,33,61,0.995148096,0.218223681,0.38312054,0.36675627,514783.2353,0,0.724746539,8,"[0.0023219814241486067, 0.0023219814241486067, 0.0023219814241486067]",0.6,"[0.0023219814241486067, 0.0023219814241486067, 0.0023219814241486067]",9,0.995148096,514783.2353,0.6,0,0.724746539,1,8,"[0.0023219814241486067, 0.0023219814241486067, 0.0023219814241486067]","[0.0023219814241486067, 0.0023219814241486067, 0.0023219814241486067]",9,100,0,0,0,1,0,0,0,1,0,4,,,
2j4RF6cx0SY,6,30,0.721928095,0.157994263,0.223372558,0.213610954,223487.4125,0.2,0.724800507,37,"[0.10332499319172113, 0.1065327705156137, 0.10761392519970954]",0.2,"[0.07464596949891067, 0.07845860566448801, 0.07693355119825708]",3,0.721928095,223487.4125,0.2,0.2,0.724800507,1,37,"[0.10332499319172113, 0.1065327705156137, 0.10761392519970954]","[0.07464596949891067, 0.07845860566448801, 0.07693355119825708]",3,100,1,0,0,0,0,0,0,0,0,1,,,
2j65DpagyhI,16,31,0.999249248,0.227253595,0.251349134,0.261470725,1506665.773,0.8,0.723921919,8,"[0.1024743747771424, 0.1561530400030408, 0.20723678375624224]",0.6,"[0.06270247229326513, 0.12190963341858482, 0.17962489343563512]",6,0.999249248,1506665.773,0.6,0.8,0.723921919,1,8,"[0.1024743747771424, 0.1561530400030408, 0.20723678375624224]","[0.06270247229326513, 0.12190963341858482, 0.17962489343563512]",6,117,0,1,0,0,0,0,0,0,0,3,,,
2jaOd1v1B0Q,11,30,0.948078244,0.114272306,0.132973065,0.140783083,625069.1746,0.6,0.722940958,1,"[0.002591557734204793, 0.0019966775599128553, 0.0016879084967320265]",0.6,"[0.0, 0.0, 0.0]",14,0.948078244,625069.1746,0.6,0.6,0.722940958,1,1,"[0.002591557734204793, 0.0019966775599128553, 0.0016879084967320265]","[0.0, 0.0, 0.0]",14,100,0,0,0,0,0,0,1,0,1,5,,,
2Md5lPyuvsk,45,92,0.999659072,0.419574815,0.392983583,0.405954754,1793513.235,0.2,0.725042026,8,"[0.4268608062186229, 0.4261251716870321, 0.4246890540636546]",1,"[0.40517902813299234, 0.4052003410059676, 0.40406365444728615]",1,0.999659072,1793513.235,1,0.2,0.725042026,1,8,"[0.4268608062186229, 0.4261251716870321, 0.4246890540636546]","[0.40517902813299234, 0.4052003410059676, 0.40406365444728615]",1,117,0,0,0,0,0,1,0,0,1,5,,,
2msbfN81Gm0,1,63,0.117594666,0.384469138,0.422024037,0.394807988,1673053.481,0.4,0.723798764,8,"[0.35763540276494543, 0.3596959158881702, 0.3629492180816479]",0.4,"[0.3486808335899805, 0.35048762960681656, 0.353454470793553]",9,0.117594666,1673053.481,0.4,0.4,0.723798764,1,8,"[0.35763540276494543, 0.3596959158881702, 0.3629492180816479]","[0.3486808335899805, 0.35048762960681656, 0.353454470793553]",9,123,1,0,0,0,0,0,0,0,0,3,,,
2MwarUSvaLM,2,32,0.337290067,0.247574357,0.306932563,0.309650257,773249.3513,0.2,0.724472383,26,"[0.5184351596541394, 0.4866656028730937, 0.4882257625272331]",0.2,"[0.6211805555555555, 0.5431781045751634, 0.5438112745098039]",1,0.337290067,773249.3513,0.2,0.2,0.724472383,1,26,"[0.5184351596541394, 0.4866656028730937, 0.4882257625272331]","[0.6211805555555555, 0.5431781045751634, 0.5438112745098039]",1,151,0,0,0,1,0,0,0,0,1,5,,,
