Video,Shot_Boundary,Video,Duration,Video,Entropy,Video,Average_Intensities_60,Video,Optical_Flow,Video,Funny,Video,Average_Memorability,Video,Language,Video,Topics,Video,Average_Intensities,Video,Average_Intensities_30,Video,Average_Hue,Video,Exciting,Video,Median_Hue,Video,Effectiveness,Video,Sentiments
dX9GTUMh490,25.0,X6pyDwa3nGw,30,dX9GTUMh490,0.9571814385446724,lfABnAS5i9Q,0.2971513209532875,cXw2gm4yPEE,401173.37283469393,lfABnAS5i9Q,0.8,X6pyDwa3nGw,0.7228146195411682,mulAi7cno2Y,1.0,n1ClxdeiIUg,9,lfABnAS5i9Q,0.18158073932526048,lfABnAS5i9Q,0.32814326857353376,lfABnAS5i9Q,"[0.0, 0.0, 0.0]",lfABnAS5i9Q,0.6,lfABnAS5i9Q,"[0.0, 0.0, 0.0]",lfABnAS5i9Q,5,mulAi7cno2Y,6
RaEeX4J_TyQ,27.0,rBey5TrvoDw,30,RaEeX4J_TyQ,0.9522656254366642,X6pyDwa3nGw,0.1955640001241881,xtz2mdX0aEE,542254.5782433334,X6pyDwa3nGw,0.0,rBey5TrvoDw,0.7251724561055501,1jP4O7rEHQ8,1.0,lfABnAS5i9Q,3,X6pyDwa3nGw,0.14790740940876906,X6pyDwa3nGw,0.24839446198206644,X6pyDwa3nGw,"[0.17561503267973846, 0.17821966230936817, 0.180084531590414]",X6pyDwa3nGw,0.6,X6pyDwa3nGw,"[0.09304575163398693, 0.09372549019607843, 0.09458823529411765]",X6pyDwa3nGw,3,1jP4O7rEHQ8,5
i8vDt5GUb-8,22.0,mulAi7cno2Y,90,i8vDt5GUb-8,0.8960382325345575,rBey5TrvoDw,0.450568392146146,pV7-cwgRjL0,912053.3344603449,rBey5TrvoDw,0.6,mulAi7cno2Y,0.7239027256550996,-iKqr230U9M,1.0,BntPVmeo7ro,8,rBey5TrvoDw,0.3889025478781809,rBey5TrvoDw,0.4762637592710266,rBey5TrvoDw,"[0.21956858206245464, 0.21942645924110377, 0.22084694989106746]",rBey5TrvoDw,0.6,rBey5TrvoDw,"[0.2184640522875817, 0.21838235294117647, 0.22031590413943355]",rBey5TrvoDw,3,-iKqr230U9M,15
F_-gmK5qRrY,34.0,1jP4O7rEHQ8,31,F_-gmK5qRrY,0.9871377743721864,mulAi7cno2Y,0.218372827826427,yQUN7QAnMp0,884083.6650699999,mulAi7cno2Y,0.8,1jP4O7rEHQ8,0.7270566463470459,wTfBWIJ8xQo,1.0,mulAi7cno2Y,27,mulAi7cno2Y,0.134749523878521,mulAi7cno2Y,0.238388747685286,mulAi7cno2Y,"[0.10994868485742383, 0.10836012059691132, 0.107932391983342]",mulAi7cno2Y,0.8,mulAi7cno2Y,"[0.07365955231650183, 0.0719850772167274, 0.07086586847128232]",mulAi7cno2Y,2,wTfBWIJ8xQo,12
gNBRxgr9zZc,58.0,-iKqr230U9M,22,gNBRxgr9zZc,0.9997779672118908,1jP4O7rEHQ8,0.5085089240446978,lxlmA8Pr_iY,1004719.589404878,1jP4O7rEHQ8,0.25,-iKqr230U9M,0.7261384172098977,0tteHhYh9rU,1.0,1jP4O7rEHQ8,10,1jP4O7rEHQ8,0.625282728268564,1jP4O7rEHQ8,0.5001798248446705,1jP4O7rEHQ8,"[0.7224867102396515, 0.7238230936819174, 0.72506045751634]",1jP4O7rEHQ8,0.25,1jP4O7rEHQ8,"[0.7206535947712419, 0.7227450980392157, 0.7235032679738562]",1jP4O7rEHQ8,3,0tteHhYh9rU,3
_gXnfGIc1Tk,26.0,wTfBWIJ8xQo,45,_gXnfGIc1Tk,0.9871377743721864,-iKqr230U9M,0.4744594961692042,zR_-YIPP49U,1215521.5139419357,-iKqr230U9M,0.2,wTfBWIJ8xQo,0.7252637769864954,z01w7kSkDbg,1.0,-iKqr230U9M,32,-iKqr230U9M,0.43835440035654494,-iKqr230U9M,0.4801444277817834,-iKqr230U9M,"[0.0, 0.0, 0.0]",-iKqr230U9M,0.2,-iKqr230U9M,"[0.0, 0.0, 0.0]",-iKqr230U9M,5,z01w7kSkDbg,1
htEtTra7rdw,8.0,0tteHhYh9rU,40,htEtTra7rdw,0.6840384356390417,wTfBWIJ8xQo,0.4818212750365632,_uQOchrK7NA,943593.6323253331,wTfBWIJ8xQo,0.6,0tteHhYh9rU,0.7249678870042165,baicgyq5UQo,1.0,wTfBWIJ8xQo,9,wTfBWIJ8xQo,0.35829326826882096,wTfBWIJ8xQo,0.4673728678208802,wTfBWIJ8xQo,"[0.0, 0.0, 0.0]",wTfBWIJ8xQo,0.6,wTfBWIJ8xQo,"[0.0, 0.0, 0.0]",wTfBWIJ8xQo,5,baicgyq5UQo,6
v7Q1giJOpxA,21.0,z01w7kSkDbg,29,v7Q1giJOpxA,0.9918207974218424,0tteHhYh9rU,0.3516293990852912,lsCvzwgNL3A,841265.6257199999,0tteHhYh9rU,0.2,z01w7kSkDbg,0.7231199873818291,n_ERe9-EDSM,1.0,0tteHhYh9rU,33,0tteHhYh9rU,0.3472330230262162,0tteHhYh9rU,0.3858375953563283,0tteHhYh9rU,"[0.3432958197167757, 0.3467450299564272, 0.3505093273420481]",0tteHhYh9rU,0.4,0tteHhYh9rU,"[0.3419934640522876, 0.3455555555555555, 0.34898692810457516]",0tteHhYh9rU,5,3zQ1lFaQBVc,14
awq90APEVgw,18.0,baicgyq5UQo,28,awq90APEVgw,0.8751957887407251,z01w7kSkDbg,0.12841197159143142,MX9qu69-NiM,1731537.4720439557,z01w7kSkDbg,0.4,baicgyq5UQo,0.724075996875763,P9LHzVEPodg,1.0,z01w7kSkDbg,27,z01w7kSkDbg,0.09455641651006738,z01w7kSkDbg,0.14686182712673612,z01w7kSkDbg,"[0.0014168337789661329, 0.007167214423648242, 0.010780135918003567]",z01w7kSkDbg,1.0,z01w7kSkDbg,"[0.0, 0.005459001782531194, 0.009224598930481283]",z01w7kSkDbg,3,P9LHzVEPodg,1
oAYn2lwc3Yo,3.0,3zQ1lFaQBVc,15,oAYn2lwc3Yo,0.7219280948873623,baicgyq5UQo,0.4014856951182333,QalnisJfHEw,1023751.887443,baicgyq5UQo,0.8,3zQ1lFaQBVc,0.7261113077402115,7jXUWe3MV_c,1.0,baicgyq5UQo,10,baicgyq5UQo,0.2970210439649265,baicgyq5UQo,0.4195893535470928,baicgyq5UQo,"[0.0643655067660867, 0.05439283577280677, 0.038778364632237855]",baicgyq5UQo,0.4,baicgyq5UQo,"[0.04727975697321182, 0.04244683789008561, 0.03534935100800884]",baicgyq5UQo,3,xeo9mVnuuWo,6
wvWHNkLSDkg,46.0,P9LHzVEPodg,114,wvWHNkLSDkg,0.9568886656798212,3zQ1lFaQBVc,0.653834395157181,D0cyg74awpI,675249.0372499999,3zQ1lFaQBVc,0.0,P9LHzVEPodg,0.7237562580385071,xeo9mVnuuWo,1.0,n_ERe9-EDSM,25,3zQ1lFaQBVc,0.6406238858477632,3zQ1lFaQBVc,0.7130131916675491,3zQ1lFaQBVc,"[0.6552539488017431, 0.6528848946986203, 0.650331336238199]",3zQ1lFaQBVc,0.6,3zQ1lFaQBVc,"[0.6503267973856209, 0.6495642701525054, 0.6482570806100217]",3zQ1lFaQBVc,4,LL0s6qOIGr8,21
-NGPwtXywLk,4.0,xeo9mVnuuWo,30,-NGPwtXywLk,0.5665095065529053,P9LHzVEPodg,0.21372025557458707,L90XMfzURqg,406667.4414666666,P9LHzVEPodg,0.2,xeo9mVnuuWo,0.7240828308794234,LL0s6qOIGr8,1.0,P9LHzVEPodg,21,P9LHzVEPodg,0.13233474818548896,P9LHzVEPodg,0.2634175004905461,P9LHzVEPodg,"[0.00326385305584222, 0.0032768962848297215, 0.003297213622291022]",P9LHzVEPodg,1.0,P9LHzVEPodg,"[0.00253411306042885, 0.00253411306042885, 0.00253411306042885]",P9LHzVEPodg,5,-XidtaAetyQ,25
8iXdsvgpwc8,42.0,LL0s6qOIGr8,30,8iXdsvgpwc8,0.934068055375491,7jXUWe3MV_c,0.5162043788308576,vVaSYcRnxRQ,899022.0852333334,7jXUWe3MV_c,0.2,LL0s6qOIGr8,0.7232828100522359,E3pMBPFUPFM,1.0,7jXUWe3MV_c,21,7jXUWe3MV_c,0.5078632055148137,7jXUWe3MV_c,0.4951176917623187,7jXUWe3MV_c,"[0.5685656604747162, 0.569094728242174, 0.5690450206398349]",7jXUWe3MV_c,0.4,7jXUWe3MV_c,"[0.5779772961816306, 0.5796491228070175, 0.5804334365325077]",7jXUWe3MV_c,5,hy2rGDWgOu8,1
Hv7t_zFUDBk,51.0,-XidtaAetyQ,17,Hv7t_zFUDBk,0.828055725379504,-u8ejR98KRE,0.4735245844655905,GOhbZZy02lQ,955169.8248666669,-u8ejR98KRE,0.4,-XidtaAetyQ,0.7260685894224379,hy2rGDWgOu8,1.0,xeo9mVnuuWo,6,-u8ejR98KRE,0.4966746071320701,-u8ejR98KRE,0.4323808077929545,-u8ejR98KRE,"[0.5518692391486512, 0.5433055765041059, 0.5312869741913858]",-u8ejR98KRE,0.4,-u8ejR98KRE,"[0.5664655605832076, 0.5547008547008547, 0.5386626445449975]",-u8ejR98KRE,4,8zOgbkg6Akw,8
OtsVUdEfrQI,2.0,hy2rGDWgOu8,31,OtsVUdEfrQI,0.4394969869215134,xeo9mVnuuWo,0.3465444256984581,FOiY8YMJ4Q0,887021.5025,xeo9mVnuuWo,0.4,hy2rGDWgOu8,0.7243586182594299,8zOgbkg6Akw,1.0,LL0s6qOIGr8,13,xeo9mVnuuWo,0.28072127839517524,xeo9mVnuuWo,0.4634752233888754,xeo9mVnuuWo,"[0.3390357207697895, 0.34349668663761806, 0.3502600762527234]",xeo9mVnuuWo,0.4,xeo9mVnuuWo,"[0.34154684095860566, 0.3457298474945534, 0.3520479302832244]",xeo9mVnuuWo,3,bCxiuuJVT-8,14
7N9HoLhZGsU,28.0,8zOgbkg6Akw,45,7N9HoLhZGsU,0.35335933502142136,LL0s6qOIGr8,0.2252396386939389,TR7JApjgIGw,381311.69143333327,LL0s6qOIGr8,0.8,8zOgbkg6Akw,0.723545354825479,_wZSB0b9OCA,-1.0,-XidtaAetyQ,37,LL0s6qOIGr8,0.1774193279399,LL0s6qOIGr8,0.20608197897544644,LL0s6qOIGr8,"[0.1283918277959332, 0.12890188135439354, 0.12966696169208422]",LL0s6qOIGr8,0.0,LL0s6qOIGr8,"[0.12519063180827886, 0.1264978213507625, 0.12750544662309368]",LL0s6qOIGr8,4,azJEx1URHsI,1
TL4LEfRr1TI,81.0,_wZSB0b9OCA,30,TL4LEfRr1TI,0.875911034977713,-XidtaAetyQ,0.5015503549742502,uhhcaN03tXs,1575864.0501789472,-XidtaAetyQ,0.0,_wZSB0b9OCA,0.7247320652008057,azJEx1URHsI,1.0,MhWRyh6ymiM,20,-XidtaAetyQ,0.5884997821623923,-XidtaAetyQ,0.3779422015621404,-XidtaAetyQ,"[0.690674318507891, 0.690674318507891, 0.690674318507891]",-XidtaAetyQ,0.0,-XidtaAetyQ,"[0.690674318507891, 0.690674318507891, 0.690674318507891]",-XidtaAetyQ,3,biEjueDCnqM,25
iN9hRCxwxBQ,15.0,AEMK1O0BDqA,115,iN9hRCxwxBQ,0.961236604722876,hy2rGDWgOu8,0.521054124248636,9Mj3mvkIyg8,789309.7486666667,hy2rGDWgOu8,0.2,AEMK1O0BDqA,0.7251946702599525,NpwdcmjBgNA,1.0,hy2rGDWgOu8,25,hy2rGDWgOu8,0.5039085805256726,hy2rGDWgOu8,0.5477820197947132,hy2rGDWgOu8,"[0.44200330311336006, 0.443395266708834, 0.4453238983765551]",hy2rGDWgOu8,1.0,hy2rGDWgOu8,"[0.4373181530676787, 0.438224752266498, 0.4404807084123972]",hy2rGDWgOu8,5,mh6vHoyBs58,25
LJP1DphOWPs,25.0,biEjueDCnqM,15,LJP1DphOWPs,0.9652016987500656,8zOgbkg6Akw,0.27029050117078024,AR-Iz1fts5M,694525.9619450549,8zOgbkg6Akw,0.2,biEjueDCnqM,0.7260567322373391,mh6vHoyBs58,1.0,8zOgbkg6Akw,24,8zOgbkg6Akw,0.24417341319610186,8zOgbkg6Akw,0.2603888566041042,8zOgbkg6Akw,"[0.2487054921471076, 0.2648062384157643, 0.26761444005462875]",8zOgbkg6Akw,0.2,8zOgbkg6Akw,"[0.2093356745683348, 0.21817383669885865, 0.22152472929470293]",8zOgbkg6Akw,5,ghex3MkcoJw,6
GdZxbmEHW7M,0.0,mh6vHoyBs58,61,GdZxbmEHW7M,0.0,_wZSB0b9OCA,0.4437691465922253,apN1ptgguzg,1542559.0888333337,_wZSB0b9OCA,1.0,mh6vHoyBs58,0.7233890778309591,ghex3MkcoJw,1.0,bCxiuuJVT-8,3,_wZSB0b9OCA,0.4244175954907446,_wZSB0b9OCA,0.4645029682420058,_wZSB0b9OCA,"[0.47032055646332604, 0.4696551606753814, 0.46830150462962955]",_wZSB0b9OCA,0.6,_wZSB0b9OCA,"[0.4656590413943355, 0.46555010893246185, 0.4632352941176471]",_wZSB0b9OCA,4,Tjnddp_pOac,5
i3Nkujj45pk,44.0,ghex3MkcoJw,30,i3Nkujj45pk,0.9182958340544896,AEMK1O0BDqA,0.4810670573923132,F9_Vz_xVjAU,2373820.1538918917,azJEx1URHsI,0.2,ghex3MkcoJw,0.7242464780807495,dUig9IAwggM,1.0,azJEx1URHsI,19,AEMK1O0BDqA,0.4762352099581728,AEMK1O0BDqA,0.464588745990817,AEMK1O0BDqA,"[0.33538808664259906, 0.3364227926429297, 0.3374111040324673]",azJEx1URHsI,0.8,AEMK1O0BDqA,"[0.3233595243151412, 0.3243292985064062, 0.3252707581227437]",AEMK1O0BDqA,3,dUig9IAwggM,6
VZ9lXgcYL50,14.0,dUig9IAwggM,116,VZ9lXgcYL50,0.9833761901392236,biEjueDCnqM,0.8208000795662431,i1JccYQFDWw,1706684.1182499996,biEjueDCnqM,0.0,dUig9IAwggM,0.7260378531047276,c6PPa6sg20E,1.0,biEjueDCnqM,18,biEjueDCnqM,0.8160289418258103,biEjueDCnqM,0.8405871766351216,biEjueDCnqM,"[0.5660752541757447, 0.5735421205519248, 0.5774815041757446]",biEjueDCnqM,0.0,biEjueDCnqM,"[0.7782135076252724, 0.785838779956427, 0.7887254901960784]",biEjueDCnqM,3,HtYOm59fys8,6
t6MCn8wPR1I,17.0,c6PPa6sg20E,45,t6MCn8wPR1I,0.9624127354629924,mh6vHoyBs58,0.13439613052757224,XkaWyrm8EQg,1885585.4101666668,mh6vHoyBs58,0.4,HtYOm59fys8,0.7241448283195495,HtYOm59fys8,1.0,mh6vHoyBs58,8,mh6vHoyBs58,0.10751726071993273,mh6vHoyBs58,0.1594555083721577,mh6vHoyBs58,"[0.0801288215650559, 0.07963621468623876, 0.07902391603271548]",mh6vHoyBs58,1.0,mh6vHoyBs58,"[0.05631629701060752, 0.055909139612129004, 0.05493410478945677]",mh6vHoyBs58,5,2Zr7lY4WsFA,6
PUEI7mm8M7Q,8.0,HtYOm59fys8,30,PUEI7mm8M7Q,0.8497511372532974,ghex3MkcoJw,0.3223180066332848,Snoxw4F6xp0,593271.0230266665,ghex3MkcoJw,1.0,2Zr7lY4WsFA,0.7244404633839925,2Zr7lY4WsFA,1.0,ghex3MkcoJw,8,ghex3MkcoJw,0.3613311115008976,ghex3MkcoJw,0.37808461023596346,ghex3MkcoJw,"[0.3085012141430646, 0.31866166258169926, 0.328702285312273]",ghex3MkcoJw,0.8,ghex3MkcoJw,"[0.30305010893246187, 0.31358932461873634, 0.32290305010893244]",ghex3MkcoJw,3,7nr-irGW9bw,15
URwgy0J1ObI,9.0,2Zr7lY4WsFA,30,URwgy0J1ObI,0.8812908992306927,dUig9IAwggM,0.4861113745588422,gugjMmXQrDo,1090161.653021277,dUig9IAwggM,0.8,7nr-irGW9bw,0.7250489709424037,7nr-irGW9bw,1.0,dUig9IAwggM,4,dUig9IAwggM,0.415175548255163,dUig9IAwggM,0.4560571654441764,dUig9IAwggM,"[0.40206365975508956, 0.40121161539328376, 0.39992165783938055]",dUig9IAwggM,0.8,dUig9IAwggM,"[0.3576741041244084, 0.3581079558260086, 0.35886297047554655]",dUig9IAwggM,5,NFg3HBMJyV4,6
Jg5--STf-iE,11.0,7nr-irGW9bw,106,Jg5--STf-iE,1.0,c6PPa6sg20E,0.2687482724811052,CYxU4ao-9WQ,1832288.8155333332,c6PPa6sg20E,0.6,xK9KHSYmDRQ,0.7253952360734707,xK9KHSYmDRQ,1.0,HtYOm59fys8,3,c6PPa6sg20E,0.2635685801056947,c6PPa6sg20E,0.28033091010415817,c6PPa6sg20E,"[0.010186390190294412, 0.14540086904968474, 0.29873604604083526]",c6PPa6sg20E,0.8,c6PPa6sg20E,"[0.0029498525073746312, 0.14364046503557176, 0.2981086239805657]",c6PPa6sg20E,4,xK9KHSYmDRQ,9
hQokYC2-b2A,4.0,xK9KHSYmDRQ,85,hQokYC2-b2A,0.5665095065529053,HtYOm59fys8,0.3155357075938523,zSM6sAtyvyg,495228.3553380282,HtYOm59fys8,0.8,7oHsDGnZTcw,0.7242760260899862,7oHsDGnZTcw,1.0,2Zr7lY4WsFA,27,HtYOm59fys8,0.2933962358592047,HtYOm59fys8,0.259094826982512,HtYOm59fys8,"[0.327709468046478, 0.3267252178649237, 0.32538858251633973]",HtYOm59fys8,0.8,HtYOm59fys8,"[0.2963779956427015, 0.2962145969498911, 0.29724945533769065]",HtYOm59fys8,3,7oHsDGnZTcw,5
bHwLgwBd6k0,11.0,7oHsDGnZTcw,30,bHwLgwBd6k0,0.9480782435939054,2Zr7lY4WsFA,0.2667926052304276,G2Sn8z6hkT0,1634836.9446666662,2Zr7lY4WsFA,1.0,UU0SP91D9Js,0.7234088435769082,UU0SP91D9Js,1.0,7nr-irGW9bw,33,2Zr7lY4WsFA,0.2308495363092556,2Zr7lY4WsFA,0.33136270314912897,2Zr7lY4WsFA,"[0.11890091995702383, 0.11806579595308438, 0.12091699122571396]",2Zr7lY4WsFA,0.6,2Zr7lY4WsFA,"[0.08815471394037067, 0.0889873757722267, 0.09470856835885039]",2Zr7lY4WsFA,5,sV6ITSt4jzM,5
KT_155-ROy0,15.0,UU0SP91D9Js,66,KT_155-ROy0,0.7062740891876007,7nr-irGW9bw,0.3784259853600867,dX9GTUMh490,1107455.6410757576,7nr-irGW9bw,0.6,DXvW6i1U_uc,0.7244613137510088,DXvW6i1U_uc,1.0,NFg3HBMJyV4,6,7nr-irGW9bw,0.4034413556999178,7nr-irGW9bw,0.2805506805978286,7nr-irGW9bw,"[0.44309326541073907, 0.4430802415737536, 0.4427563757529159]",7nr-irGW9bw,0.4,7nr-irGW9bw,"[0.4614225297962322, 0.461199538638985, 0.4618762014609766]",7nr-irGW9bw,5,UU0SP91D9Js,28
sSPP0wQslQo,15.0,DXvW6i1U_uc,30,sSPP0wQslQo,1.0,xK9KHSYmDRQ,0.6204424365660498,RaEeX4J_TyQ,1230072.488751163,xK9KHSYmDRQ,0.0,1WlRcXIO5ik,0.7252964993317922,1WlRcXIO5ik,1.0,xK9KHSYmDRQ,3,xK9KHSYmDRQ,0.6400558606242945,xK9KHSYmDRQ,0.5706563274487726,xK9KHSYmDRQ,"[0.6425492799243877, 0.6536046832948865, 0.665658340542099]",xK9KHSYmDRQ,0.2,xK9KHSYmDRQ,"[0.6678777393310266, 0.6823337178008458, 0.6967320261437908]",xK9KHSYmDRQ,5,DXvW6i1U_uc,9
NWlOtBV5zO0,47.0,1WlRcXIO5ik,60,NWlOtBV5zO0,0.9776825423268496,7oHsDGnZTcw,0.4479112335897366,i8vDt5GUb-8,1851346.881875,7oHsDGnZTcw,0.2,onPZIVemXKQ,0.7253130450844765,MTtCV_XSMi0,1.0,7oHsDGnZTcw,25,7oHsDGnZTcw,0.4157658175680546,7oHsDGnZTcw,0.4693168480038086,7oHsDGnZTcw,"[0.35689741058460434, 0.358015727124183, 0.35889013707334777]",7oHsDGnZTcw,0.8,7oHsDGnZTcw,"[0.33877995642701525, 0.3395424836601307, 0.3410403050108932]",7oHsDGnZTcw,4,1WlRcXIO5ik,4
womx9GYLVD0,25.0,onPZIVemXKQ,15,womx9GYLVD0,0.9649567669505688,UU0SP91D9Js,0.2743438645248786,F_-gmK5qRrY,720846.3713833332,UU0SP91D9Js,0.2,Bdegk_3T2K0,0.7279087781906128,Pc5gHm8Po20,1.0,UU0SP91D9Js,30,UU0SP91D9Js,0.19824084631585465,UU0SP91D9Js,0.29771227915043674,UU0SP91D9Js,"[0.05965399501551461, 0.10926887337426557, 0.1086682387601505]",UU0SP91D9Js,0.2,UU0SP91D9Js,"[0.0600118835412953, 0.10528817587641116, 0.10615963557140028]",UU0SP91D9Js,5,onPZIVemXKQ,14
mcpgGmo8_4o,39.0,Bdegk_3T2K0,57,mcpgGmo8_4o,0.9647995485050872,DXvW6i1U_uc,0.3075752324769823,gNBRxgr9zZc,1072216.1719035087,DXvW6i1U_uc,0.0,Pc5gHm8Po20,0.7251261042224036,0A43tb18T8Y,1.0,DXvW6i1U_uc,29,DXvW6i1U_uc,0.29287799191974545,DXvW6i1U_uc,0.3170500331970837,DXvW6i1U_uc,"[0.4437666575889613, 0.4444007352941176, 0.44493187182280314]",DXvW6i1U_uc,0.2,DXvW6i1U_uc,"[0.4327450980392157, 0.4315904139433551, 0.4329411764705883]",DXvW6i1U_uc,3,Bdegk_3T2K0,1
PFbeP6YqHzg,14.0,Pc5gHm8Po20,90,PFbeP6YqHzg,0.9886994082884974,1WlRcXIO5ik,0.5046362954773486,_gXnfGIc1Tk,862756.3797333335,1WlRcXIO5ik,0.6,0A43tb18T8Y,0.7250817388296127,VRrMu7B1L2I,1.0,1WlRcXIO5ik,12,1WlRcXIO5ik,0.4510427987946848,1WlRcXIO5ik,0.4870932788497035,1WlRcXIO5ik,"[0.31861432461873657, 0.44303927015250527, 0.43558325163398703]",1WlRcXIO5ik,0.6,1WlRcXIO5ik,"[0.30922875816993467, 0.4469019607843137, 0.44501960784313727]",1WlRcXIO5ik,5,Pc5gHm8Po20,1
mkLjjgxy7hQ,17.0,0A43tb18T8Y,32,mkLjjgxy7hQ,0.9871377743721864,onPZIVemXKQ,0.33500809569927137,htEtTra7rdw,464608.9266454546,onPZIVemXKQ,0.0,VRrMu7B1L2I,0.7265403966108958,d4rxwT7TwXg,1.0,onPZIVemXKQ,1,onPZIVemXKQ,0.29890956284479736,onPZIVemXKQ,0.387289167821069,onPZIVemXKQ,"[0.25531498410174885, 0.2543766560678326, 0.25301073131955487]",onPZIVemXKQ,0.0,onPZIVemXKQ,"[0.15002649708532062, 0.14997350291467937, 0.15066242713301536]",onPZIVemXKQ,3,9MepHcKOYeU,6
LnoumTpLMfk,34.0,VRrMu7B1L2I,30,LnoumTpLMfk,0.9813387358307916,Bdegk_3T2K0,0.6548982208300087,v7Q1giJOpxA,1369174.5775804254,MTtCV_XSMi0,0.0,d4rxwT7TwXg,0.7251546233892441,QrnoERrXXAQ,1.0,Bdegk_3T2K0,21,Bdegk_3T2K0,0.4568436698031533,Bdegk_3T2K0,0.7258886140346014,Bdegk_3T2K0,"[0.33293513263005015, 0.3328048914497573, 0.333422987616099]",MTtCV_XSMi0,0.2,Bdegk_3T2K0,"[0.36415548675610593, 0.36435041852998507, 0.3650957459006995]",Bdegk_3T2K0,3,0A43tb18T8Y,6
bRP1QMmfg-A,77.0,d4rxwT7TwXg,15,bRP1QMmfg-A,0.7780113035465377,Pc5gHm8Po20,0.4134513475687037,awq90APEVgw,1698202.3181967211,Pc5gHm8Po20,0.4,QrnoERrXXAQ,0.7253731269585458,NjFnoU0IJrE,1.0,Pc5gHm8Po20,19,Pc5gHm8Po20,0.30270511698161595,Pc5gHm8Po20,0.3945459768962946,Pc5gHm8Po20,"[0.026026612805616047, 0.027442749939481977, 0.028438695231178895]",Pc5gHm8Po20,0.4,Pc5gHm8Po20,"[0.027690631808278868, 0.030050835148874366, 0.031154684095860568]",Pc5gHm8Po20,4,VRrMu7B1L2I,6
Bh3b6M4g8BA,2.0,QrnoERrXXAQ,30,Bh3b6M4g8BA,0.1292337748458849,0A43tb18T8Y,0.3971990570045872,Cq96VAnp7r8,579881.8782533333,0A43tb18T8Y,1.0,NjFnoU0IJrE,0.7242018192313439,Jtakqt3Jygk,1.0,9MepHcKOYeU,3,0A43tb18T8Y,0.4554434886866989,0A43tb18T8Y,0.3261981404056617,0A43tb18T8Y,"[0.7400631042347496, 0.7392494298066449, 0.7418240230119828]",0A43tb18T8Y,1.0,0A43tb18T8Y,"[0.7452001633986928, 0.7474060457516339, 0.7519403594771241]",0A43tb18T8Y,3,d4rxwT7TwXg,5
F4dQ0RchtJw,18.0,NjFnoU0IJrE,85,F4dQ0RchtJw,0.9601186626422924,VRrMu7B1L2I,0.5680208648337581,oAYn2lwc3Yo,517624.1231866666,VRrMu7B1L2I,1.0,Jtakqt3Jygk,0.7253531138102214,-T7zyezBkuY,-1.0,0A43tb18T8Y,8,VRrMu7B1L2I,0.3553302598630402,VRrMu7B1L2I,0.6040544681492327,VRrMu7B1L2I,"[0.0, 0.0, 0.0]",VRrMu7B1L2I,1.0,VRrMu7B1L2I,"[0.0, 0.0, 0.0]",VRrMu7B1L2I,5,QrnoERrXXAQ,6
3iOO3uerUJY,20.0,Jtakqt3Jygk,60,3iOO3uerUJY,0.9383153522334068,d4rxwT7TwXg,0.4326877479281774,wvWHNkLSDkg,1640876.0804391894,7MJu_aWn1nI,0.4,-T7zyezBkuY,0.7246630225541457,4jpmWTqKeW0,1.0,VRrMu7B1L2I,15,d4rxwT7TwXg,0.32141676973977656,d4rxwT7TwXg,0.4773455679893538,d4rxwT7TwXg,"[0.0, 0.0, 0.0]",7MJu_aWn1nI,0.6,d4rxwT7TwXg,"[0.0, 0.0, 0.0]",d4rxwT7TwXg,3,NjFnoU0IJrE,28
sRzh8uLA1tM,10.0,-T7zyezBkuY,110,sRzh8uLA1tM,0.6699960320994333,QrnoERrXXAQ,0.6135769341906501,-NGPwtXywLk,198868.78625,QrnoERrXXAQ,0.2,4jpmWTqKeW0,0.7253068192251797,tr3dFSzh1yU,1.0,d4rxwT7TwXg,21,QrnoERrXXAQ,0.6209466334504282,QrnoERrXXAQ,0.6263458223514835,QrnoERrXXAQ,"[0.623930052790347, 0.6281037671478849, 0.6406932324211738]",QrnoERrXXAQ,1.0,QrnoERrXXAQ,"[0.6355526826115062, 0.6387631975867271, 0.6526395173453997]",QrnoERrXXAQ,5,Jtakqt3Jygk,9
_6rj5jisB7g,47.0,4jpmWTqKeW0,60,_6rj5jisB7g,0.7540340561971326,NjFnoU0IJrE,0.2737705132195417,8iXdsvgpwc8,799659.1732625,NjFnoU0IJrE,0.0,tr3dFSzh1yU,0.7256919577203947,YyRtlIddnmo,1.0,QrnoERrXXAQ,21,NjFnoU0IJrE,0.1968239642563756,NjFnoU0IJrE,0.30052188274897823,NjFnoU0IJrE,"[0.0, 0.0, 0.0]",NjFnoU0IJrE,0.2,NjFnoU0IJrE,"[0.0, 0.0, 0.0]",NjFnoU0IJrE,5,-T7zyezBkuY,1
l1vnsqbnAkk,71.0,tr3dFSzh1yU,60,l1vnsqbnAkk,0.9634513846131948,Jtakqt3Jygk,0.5608045195782141,Hv7t_zFUDBk,1249223.993333333,Jtakqt3Jygk,0.2,e01a4-ClcTs,0.7260790637561253,e01a4-ClcTs,1.0,NjFnoU0IJrE,33,Jtakqt3Jygk,0.5863592212653871,Jtakqt3Jygk,0.5461307756251008,Jtakqt3Jygk,"[0.5664693899782137, 0.56547848583878, 0.56405612745098]",Jtakqt3Jygk,0.6,Jtakqt3Jygk,"[0.5625751633986928, 0.5618954248366013, 0.56118954248366]",Jtakqt3Jygk,3,4jpmWTqKeW0,21
