Video,Shot_Boundary,Video,Duration,Video,Shot_Boundary,Video.1,Duration,Video.2,Entropy,Video.3,Average_Intensities_60,Video.4,Optical_Flow,Video.5,Funny,Video.6,Average_Memorability,Video.7,Language,Video.8,Topics,Video.9,Average_Intensities,Video.10,Average_Intensities_30,Video.11,Average_Hue,Video.12,Exciting,Video.13,Median_Hue,Video.14,Effectiveness,Video.15,Sentiments,Video,Entropy,Video,Average_Intensities_60,Video,Optical_Flow,Video,Funny,Video,Average_Memorability,Video,Language,Video,Topics,Video,Average_Intensities,Video,Average_Intensities_30,Video,Average_Hue,Video,Exciting,Video,Median_Hue,Video,Effectiveness,Video,Sentiments,NAME ,KEY,BPM,A,B,C,D,E,F,G,Major/Minor,Sharp/Flat
_JQxLrPj1I4,9,_Gpx07V3GFM,40,_JQxLrPj1I4,9,_Gpx07V3GFM,40,_JQxLrPj1I4,0.730926378,_Gpx07V3GFM,0.554348026,_Gpx07V3GFM,702972.498,_Gpx07V3GFM,0.4,_Gpx07V3GFM,0.725788915,_hnOCUkbix0,1,_Gpx07V3GFM,8,_Gpx07V3GFM,0.483091433,_Gpx07V3GFM,0.559993441,_Gpx07V3GFM,"[0.003985947712418299, 0.0034188316993464044, 0.0030225490196078416]",_Gpx07V3GFM,0.6,_Gpx07V3GFM,"[0.0004509803921568628, 0.0003333333333333334, 0.00043137254901960784]",_Gpx07V3GFM,3,_Gpx07V3GFM,14,_JQxLrPj1I4,0.730926378,_Gpx07V3GFM,0.554348026,_Gpx07V3GFM,702972.498,_Gpx07V3GFM,0.4,_Gpx07V3GFM,0.725788915,_hnOCUkbix0,1,_Gpx07V3GFM,8,_Gpx07V3GFM,0.483091433,_Gpx07V3GFM,0.559993441,_Gpx07V3GFM,"[0.003985947712418299, 0.0034188316993464044, 0.0030225490196078416]",_Gpx07V3GFM,0.6,_Gpx07V3GFM,"[0.0004509803921568628, 0.0003333333333333334, 0.00043137254901960784]",_Gpx07V3GFM,3,_Gpx07V3GFM,14,_lDncgUwor4,E major,120,0,0,0,0,1,0,0,1,0
_KimnwIfhXc,16,_gXnfGIc1Tk,60,_KimnwIfhXc,16,_gXnfGIc1Tk,60,_KimnwIfhXc,1,_gXnfGIc1Tk,0.477295302,_gXnfGIc1Tk,862756.3797,_gXnfGIc1Tk,0.6,_gXnfGIc1Tk,0.726316541,_HS0UOQjU5w,1,_gXnfGIc1Tk,25,_gXnfGIc1Tk,0.297908949,_gXnfGIc1Tk,0.538832679,_gXnfGIc1Tk,"[0.0028967864923747275, 0.0028985566448801762, 0.0028981708424110396]",_gXnfGIc1Tk,0.2,_gXnfGIc1Tk,"[0.0027124183006535948, 0.0027124183006535948, 0.0027124183006535948]",_gXnfGIc1Tk,5,_gXnfGIc1Tk,6,_KimnwIfhXc,1,_gXnfGIc1Tk,0.477295302,_gXnfGIc1Tk,862756.3797,_gXnfGIc1Tk,0.6,_gXnfGIc1Tk,0.726316541,_HS0UOQjU5w,1,_gXnfGIc1Tk,25,_gXnfGIc1Tk,0.297908949,_gXnfGIc1Tk,0.538832679,_gXnfGIc1Tk,"[0.0028967864923747275, 0.0028985566448801762, 0.0028981708424110396]",_gXnfGIc1Tk,0.2,_gXnfGIc1Tk,"[0.0027124183006535948, 0.0027124183006535948, 0.0027124183006535948]",_gXnfGIc1Tk,5,_gXnfGIc1Tk,6,_NJKQkQu3NI,A minor,111,1,0,0,0,0,0,0,0,0
_Kmh4BbJPz8,18,_HckRLrBXQM,116,_Kmh4BbJPz8,18,_HckRLrBXQM,116,_Kmh4BbJPz8,0.981152234,_HckRLrBXQM,0.46295561,_HckRLrBXQM,931405.7648,_HckRLrBXQM,0.6,_HckRLrBXQM,0.725817476,_I1UfeCH3SY,1,_HckRLrBXQM,4,_HckRLrBXQM,0.346077088,_HckRLrBXQM,0.468306622,_HckRLrBXQM,"[0.0, 0.0, 0.0]",_HckRLrBXQM,0.6,_HckRLrBXQM,"[0.0, 0.0, 0.0]",_HckRLrBXQM,2,_HckRLrBXQM,12,_Kmh4BbJPz8,0.981152234,_HckRLrBXQM,0.46295561,_HckRLrBXQM,931405.7648,_HckRLrBXQM,0.6,_HckRLrBXQM,0.725817476,_I1UfeCH3SY,1,_HckRLrBXQM,4,_HckRLrBXQM,0.346077088,_HckRLrBXQM,0.468306622,_HckRLrBXQM,"[0.0, 0.0, 0.0]",_HckRLrBXQM,0.6,_HckRLrBXQM,"[0.0, 0.0, 0.0]",_HckRLrBXQM,2,_HckRLrBXQM,12,_nufc37CHso,D minor,151,0,0,0,1,0,0,0,0,0
_krbxXawoAU,25,_hnOCUkbix0,63,_krbxXawoAU,25,_hnOCUkbix0,63,_krbxXawoAU,0.852405179,_hnOCUkbix0,0.688338897,_hnOCUkbix0,765806.0237,_hnOCUkbix0,0.6,_hnOCUkbix0,0.726694876,_IYJO-Ik7Pg,1,_hnOCUkbix0,10,_hnOCUkbix0,0.526383863,_hnOCUkbix0,0.661732929,_hnOCUkbix0,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",_hnOCUkbix0,0.8,_hnOCUkbix0,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",_hnOCUkbix0,5,_hnOCUkbix0,4,_krbxXawoAU,0.852405179,_hnOCUkbix0,0.688338897,_hnOCUkbix0,765806.0237,_hnOCUkbix0,0.6,_hnOCUkbix0,0.726694876,_IYJO-Ik7Pg,1,_hnOCUkbix0,10,_hnOCUkbix0,0.526383863,_hnOCUkbix0,0.661732929,_hnOCUkbix0,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",_hnOCUkbix0,0.8,_hnOCUkbix0,"[0.00392156862745098, 0.00392156862745098, 0.00392156862745098]",_hnOCUkbix0,5,_hnOCUkbix0,4,_oACRt-Qp-s,A# minor,111,1,0,0,0,0,0,0,0,1
_lDncgUwor4,32,_HS0UOQjU5w,34,_lDncgUwor4,32,_HS0UOQjU5w,34,_lDncgUwor4,0.979339926,_HS0UOQjU5w,0.054774413,_HS0UOQjU5w,870577.7197,_HS0UOQjU5w,0,_HS0UOQjU5w,0.722930673,_JQxLrPj1I4,1,_HS0UOQjU5w,16,_HS0UOQjU5w,0.032968756,_HS0UOQjU5w,0.083622057,_HS0UOQjU5w,"[0.012707024557395774, 0.012574996827209849, 0.012431983311123801]",_HS0UOQjU5w,0,_HS0UOQjU5w,"[0.01010850942318675, 0.00980392156862745, 0.009708737864077669]",_HS0UOQjU5w,3,_HS0UOQjU5w,5,_lDncgUwor4,0.979339926,_HS0UOQjU5w,0.054774413,_HS0UOQjU5w,870577.7197,_HS0UOQjU5w,0,_HS0UOQjU5w,0.722930673,_JQxLrPj1I4,1,_HS0UOQjU5w,16,_HS0UOQjU5w,0.032968756,_HS0UOQjU5w,0.083622057,_HS0UOQjU5w,"[0.012707024557395774, 0.012574996827209849, 0.012431983311123801]",_HS0UOQjU5w,0,_HS0UOQjU5w,"[0.01010850942318675, 0.00980392156862745, 0.009708737864077669]",_HS0UOQjU5w,3,_HS0UOQjU5w,5,_r7yKaDxGvc,C# minor,111,0,0,1,0,0,0,0,0,1
_LmxXeKzbT8,22,_I1UfeCH3SY,40,_LmxXeKzbT8,22,_I1UfeCH3SY,40,_LmxXeKzbT8,0.994984828,_I1UfeCH3SY,0.527523994,_I1UfeCH3SY,2124203.028,_I1UfeCH3SY,0.4,_I1UfeCH3SY,0.724793448,_KimnwIfhXc,1,_I1UfeCH3SY,17,_I1UfeCH3SY,0.568558815,_I1UfeCH3SY,0.538719182,_I1UfeCH3SY,"[0.7700137109299166, 0.7696004416618133, 0.7692343315213876]",_I1UfeCH3SY,1,_I1UfeCH3SY,"[0.8068336245389244, 0.8073383808969132, 0.8069112793632304]",_I1UfeCH3SY,5,_I1UfeCH3SY,9,_LmxXeKzbT8,0.994984828,_I1UfeCH3SY,0.527523994,_I1UfeCH3SY,2124203.028,_I1UfeCH3SY,0.4,_I1UfeCH3SY,0.724793448,_KimnwIfhXc,1,_I1UfeCH3SY,17,_I1UfeCH3SY,0.568558815,_I1UfeCH3SY,0.538719182,_I1UfeCH3SY,"[0.7700137109299166, 0.7696004416618133, 0.7692343315213876]",_I1UfeCH3SY,1,_I1UfeCH3SY,"[0.8068336245389244, 0.8073383808969132, 0.8069112793632304]",_I1UfeCH3SY,5,_I1UfeCH3SY,9,_SsccRkLLzU,C minor,119,0,0,1,0,0,0,0,0,0
_NJKQkQu3NI,22,_IYJO-Ik7Pg,30,_NJKQkQu3NI,22,_IYJO-Ik7Pg,30,_NJKQkQu3NI,0.836640742,_IYJO-Ik7Pg,0.471728831,_IYJO-Ik7Pg,362724.5951,_IYJO-Ik7Pg,1,_IYJO-Ik7Pg,0.725414157,_Kmh4BbJPz8,1,_IYJO-Ik7Pg,2,_IYJO-Ik7Pg,0.367662207,_IYJO-Ik7Pg,0.49149593,_IYJO-Ik7Pg,"[0.0015479876160990713, 0.0015479876160990713, 0.0015479876160990713]",_IYJO-Ik7Pg,0.8,_IYJO-Ik7Pg,"[0.0015479876160990713, 0.0015479876160990713, 0.0015479876160990713]",_IYJO-Ik7Pg,5,_IYJO-Ik7Pg,6,_NJKQkQu3NI,0.836640742,_IYJO-Ik7Pg,0.471728831,_IYJO-Ik7Pg,362724.5951,_IYJO-Ik7Pg,1,_IYJO-Ik7Pg,0.725414157,_Kmh4BbJPz8,1,_IYJO-Ik7Pg,2,_IYJO-Ik7Pg,0.367662207,_IYJO-Ik7Pg,0.49149593,_IYJO-Ik7Pg,"[0.0015479876160990713, 0.0015479876160990713, 0.0015479876160990713]",_IYJO-Ik7Pg,0.8,_IYJO-Ik7Pg,"[0.0015479876160990713, 0.0015479876160990713, 0.0015479876160990713]",_IYJO-Ik7Pg,5,_IYJO-Ik7Pg,6,_TBd-UCwVAY,C major,150,0,0,1,0,0,0,0,1,0
_nufc37CHso,58,_JQxLrPj1I4,44,_nufc37CHso,58,_JQxLrPj1I4,44,_nufc37CHso,0.660962335,_JQxLrPj1I4,0.383831587,_JQxLrPj1I4,503644.4753,_JQxLrPj1I4,0.8,_JQxLrPj1I4,0.724736696,_krbxXawoAU,1,_JQxLrPj1I4,25,_JQxLrPj1I4,0.380775687,_JQxLrPj1I4,0.386736547,_JQxLrPj1I4,"[0.41851766262060375, 0.4378117024587614, 0.4378251633986929]",_JQxLrPj1I4,1,_JQxLrPj1I4,"[0.3826517273576097, 0.39759103641456583, 0.3963958916900093]",_JQxLrPj1I4,3,_JQxLrPj1I4,6,_nufc37CHso,0.660962335,_JQxLrPj1I4,0.383831587,_JQxLrPj1I4,503644.4753,_JQxLrPj1I4,0.8,_JQxLrPj1I4,0.724736696,_krbxXawoAU,1,_JQxLrPj1I4,25,_JQxLrPj1I4,0.380775687,_JQxLrPj1I4,0.386736547,_JQxLrPj1I4,"[0.41851766262060375, 0.4378117024587614, 0.4378251633986929]",_JQxLrPj1I4,1,_JQxLrPj1I4,"[0.3826517273576097, 0.39759103641456583, 0.3963958916900093]",_JQxLrPj1I4,3,_JQxLrPj1I4,6,_U_4J_e6tQM,F minor,136,0,0,0,0,0,1,0,0,0
_oACRt-Qp-s,31,_KimnwIfhXc,32,_oACRt-Qp-s,31,_KimnwIfhXc,32,_oACRt-Qp-s,1,_KimnwIfhXc,0.571117236,_KimnwIfhXc,1392633.485,_KimnwIfhXc,0.6,_KimnwIfhXc,0.725095026,_lDncgUwor4,1,_KimnwIfhXc,8,_KimnwIfhXc,0.569671159,_KimnwIfhXc,0.595240567,_KimnwIfhXc,"[0.5550163398692809, 0.5550451468466174, 0.5547146889058654]",_KimnwIfhXc,0.2,_KimnwIfhXc,"[0.5451998981410746, 0.5454036159918513, 0.5459638400814871]",_KimnwIfhXc,3,_KimnwIfhXc,9,_oACRt-Qp-s,1,_KimnwIfhXc,0.571117236,_KimnwIfhXc,1392633.485,_KimnwIfhXc,0.6,_KimnwIfhXc,0.725095026,_lDncgUwor4,1,_KimnwIfhXc,8,_KimnwIfhXc,0.569671159,_KimnwIfhXc,0.595240567,_KimnwIfhXc,"[0.5550163398692809, 0.5550451468466174, 0.5547146889058654]",_KimnwIfhXc,0.2,_KimnwIfhXc,"[0.5451998981410746, 0.5454036159918513, 0.5459638400814871]",_KimnwIfhXc,3,_KimnwIfhXc,9,_UKLncvGxQ8,G# major,144,0,0,0,0,0,0,1,1,1
_r7yKaDxGvc,3,_Kmh4BbJPz8,31,_r7yKaDxGvc,3,_Kmh4BbJPz8,31,_r7yKaDxGvc,0.479832024,_Kmh4BbJPz8,0.363750219,_Kmh4BbJPz8,1587417.48,_Kmh4BbJPz8,0.4,_Kmh4BbJPz8,0.724471735,_NJKQkQu3NI,1,_Kmh4BbJPz8,34,_Kmh4BbJPz8,0.312548105,_Kmh4BbJPz8,0.399860139,_Kmh4BbJPz8,"[0.0667307962611568, 0.07250228406774897, 0.0830174291938998]",_Kmh4BbJPz8,0.4,_Kmh4BbJPz8,"[0.05825426944971537, 0.06234450769555134, 0.06818469323213155]",_Kmh4BbJPz8,3,_Kmh4BbJPz8,21,_r7yKaDxGvc,0.479832024,_Kmh4BbJPz8,0.363750219,_Kmh4BbJPz8,1587417.48,_Kmh4BbJPz8,0.4,_Kmh4BbJPz8,0.724471735,_NJKQkQu3NI,1,_Kmh4BbJPz8,34,_Kmh4BbJPz8,0.312548105,_Kmh4BbJPz8,0.399860139,_Kmh4BbJPz8,"[0.0667307962611568, 0.07250228406774897, 0.0830174291938998]",_Kmh4BbJPz8,0.4,_Kmh4BbJPz8,"[0.05825426944971537, 0.06234450769555134, 0.06818469323213155]",_Kmh4BbJPz8,3,_Kmh4BbJPz8,21,_uQOchrK7NA,G minor,123,0,0,0,0,0,0,1,0,0
_SsccRkLLzU,2,_krbxXawoAU,90,_SsccRkLLzU,2,_krbxXawoAU,90,_SsccRkLLzU,0.353359335,_krbxXawoAU,0.402186579,_krbxXawoAU,1235947.524,_krbxXawoAU,0.2,_krbxXawoAU,0.723972923,_nufc37CHso,1,_krbxXawoAU,33,_krbxXawoAU,0.361638917,_krbxXawoAU,0.423577662,_krbxXawoAU,"[0.206461994674413, 0.20825320745582168, 0.21013891914790583]",_krbxXawoAU,0.2,_krbxXawoAU,"[0.18790849673202614, 0.18813362381989834, 0.1879448075526507]",_krbxXawoAU,4,_krbxXawoAU,3,_SsccRkLLzU,0.353359335,_krbxXawoAU,0.402186579,_krbxXawoAU,1235947.524,_krbxXawoAU,0.2,_krbxXawoAU,0.723972923,_nufc37CHso,1,_krbxXawoAU,33,_krbxXawoAU,0.361638917,_krbxXawoAU,0.423577662,_krbxXawoAU,"[0.206461994674413, 0.20825320745582168, 0.21013891914790583]",_krbxXawoAU,0.2,_krbxXawoAU,"[0.18790849673202614, 0.18813362381989834, 0.1879448075526507]",_krbxXawoAU,4,_krbxXawoAU,3,_UU29bZjgz4,C minor,93,0,0,1,0,0,0,0,0,0
_TBd-UCwVAY,75,_lDncgUwor4,77,_TBd-UCwVAY,75,_lDncgUwor4,77,_TBd-UCwVAY,0.937110013,_lDncgUwor4,0.563129947,_lDncgUwor4,1694036.592,_lDncgUwor4,0,_lDncgUwor4,0.724464037,_oACRt-Qp-s,1,_lDncgUwor4,32,_lDncgUwor4,0.568707906,_lDncgUwor4,0.562641565,_lDncgUwor4,"[0.6122636888956974, 0.612131310423475, 0.612158713745915]",_lDncgUwor4,0.4,_lDncgUwor4,"[0.6523386437908496, 0.6519812091503269, 0.6516748366013072]",_lDncgUwor4,5,_lDncgUwor4,4,_TBd-UCwVAY,0.937110013,_lDncgUwor4,0.563129947,_lDncgUwor4,1694036.592,_lDncgUwor4,0,_lDncgUwor4,0.724464037,_oACRt-Qp-s,1,_lDncgUwor4,32,_lDncgUwor4,0.568707906,_lDncgUwor4,0.562641565,_lDncgUwor4,"[0.6122636888956974, 0.612131310423475, 0.612158713745915]",_lDncgUwor4,0.4,_lDncgUwor4,"[0.6523386437908496, 0.6519812091503269, 0.6516748366013072]",_lDncgUwor4,5,_lDncgUwor4,4,_wZSB0b9OCA,B major,105,0,1,0,0,0,0,0,1,0
_th7oVWjrXM,3,_LmxXeKzbT8,48,_th7oVWjrXM,3,_LmxXeKzbT8,48,_th7oVWjrXM,0.468995594,_LmxXeKzbT8,0.353529538,_LmxXeKzbT8,671415.0045,_LmxXeKzbT8,0.8,_LmxXeKzbT8,0.725215386,_OEijvTi0NE,1,_LmxXeKzbT8,9,_LmxXeKzbT8,0.254807894,_LmxXeKzbT8,0.328917686,_LmxXeKzbT8,"[0.3535319932371098, 0.3439326037127814, 0.3381193548021061]",_LmxXeKzbT8,1,_LmxXeKzbT8,"[0.27456427015250545, 0.2645561002178649, 0.2619825708061002]",_LmxXeKzbT8,1,_LmxXeKzbT8,1,_th7oVWjrXM,0.468995594,_LmxXeKzbT8,0.353529538,_LmxXeKzbT8,671415.0045,_LmxXeKzbT8,0.8,_LmxXeKzbT8,0.725215386,_OEijvTi0NE,1,_LmxXeKzbT8,9,_LmxXeKzbT8,0.254807894,_LmxXeKzbT8,0.328917686,_LmxXeKzbT8,"[0.3535319932371098, 0.3439326037127814, 0.3381193548021061]",_LmxXeKzbT8,1,_LmxXeKzbT8,"[0.27456427015250545, 0.2645561002178649, 0.2619825708061002]",_LmxXeKzbT8,1,_LmxXeKzbT8,1,_XOa7zVqxA4,A minor,150,1,0,0,0,0,0,0,0,0
_U_4J_e6tQM,46,_NJKQkQu3NI,30,_U_4J_e6tQM,46,_NJKQkQu3NI,30,_U_4J_e6tQM,0.871683617,_NJKQkQu3NI,0.432786318,_NJKQkQu3NI,1372804.394,_NJKQkQu3NI,0.8,_NJKQkQu3NI,0.724734481,_r7yKaDxGvc,1,_NJKQkQu3NI,21,_NJKQkQu3NI,0.467059121,_NJKQkQu3NI,0.36840981,_NJKQkQu3NI,"[0.5849366013071896, 0.5813022875816993, 0.5775208605664485]",_NJKQkQu3NI,1,_NJKQkQu3NI,"[0.611921568627451, 0.6125751633986929, 0.6072418300653595]",_NJKQkQu3NI,4,_NJKQkQu3NI,4,_U_4J_e6tQM,0.871683617,_NJKQkQu3NI,0.432786318,_NJKQkQu3NI,1372804.394,_NJKQkQu3NI,0.8,_NJKQkQu3NI,0.724734481,_r7yKaDxGvc,1,_NJKQkQu3NI,21,_NJKQkQu3NI,0.467059121,_NJKQkQu3NI,0.36840981,_NJKQkQu3NI,"[0.5849366013071896, 0.5813022875816993, 0.5775208605664485]",_NJKQkQu3NI,1,_NJKQkQu3NI,"[0.611921568627451, 0.6125751633986929, 0.6072418300653595]",_NJKQkQu3NI,4,_NJKQkQu3NI,4,_Zgi2KNtWVY,D minor,89,0,0,0,1,0,0,0,0,0
_UKLncvGxQ8,5,_nufc37CHso,70,_UKLncvGxQ8,5,_nufc37CHso,70,_UKLncvGxQ8,0.918295834,_nufc37CHso,0.397932793,_nufc37CHso,520344.9629,_nufc37CHso,0.2,_nufc37CHso,0.724716092,_rnKWUHi7_A,1,_nufc37CHso,25,_nufc37CHso,0.244399905,_nufc37CHso,0.415339631,_nufc37CHso,"[0.0007002801120448179, 0.0007002801120448179, 0.0007002801120448179]",_nufc37CHso,0.8,_nufc37CHso,"[0.0007002801120448179, 0.0007002801120448179, 0.0007002801120448179]",_nufc37CHso,5,_nufc37CHso,21,_UKLncvGxQ8,0.918295834,_nufc37CHso,0.397932793,_nufc37CHso,520344.9629,_nufc37CHso,0.2,_nufc37CHso,0.724716092,_rnKWUHi7_A,1,_nufc37CHso,25,_nufc37CHso,0.244399905,_nufc37CHso,0.415339631,_nufc37CHso,"[0.0007002801120448179, 0.0007002801120448179, 0.0007002801120448179]",_nufc37CHso,0.8,_nufc37CHso,"[0.0007002801120448179, 0.0007002801120448179, 0.0007002801120448179]",_nufc37CHso,5,_nufc37CHso,21,_ZILy1qRZTU,D# major,114,0,0,0,1,0,0,0,1,1
_uQOchrK7NA,28,_oACRt-Qp-s,62,_uQOchrK7NA,28,_oACRt-Qp-s,62,_uQOchrK7NA,0.953197173,_oACRt-Qp-s,0.326911658,_oACRt-Qp-s,2004657.151,_oACRt-Qp-s,1,_oACRt-Qp-s,0.723971919,_RuQrkMzvf8,1,_oACRt-Qp-s,1,_oACRt-Qp-s,0.26568657,_oACRt-Qp-s,0.349816061,_oACRt-Qp-s,"[0.2085089649659146, 0.20907857632300222, 0.21009478881158222]",_oACRt-Qp-s,0.8,_oACRt-Qp-s,"[0.1873919460257221, 0.18758169934640523, 0.1879717478389205]",_oACRt-Qp-s,3,_oACRt-Qp-s,1,_uQOchrK7NA,0.953197173,_oACRt-Qp-s,0.326911658,_oACRt-Qp-s,2004657.151,_oACRt-Qp-s,1,_oACRt-Qp-s,0.723971919,_RuQrkMzvf8,1,_oACRt-Qp-s,1,_oACRt-Qp-s,0.26568657,_oACRt-Qp-s,0.349816061,_oACRt-Qp-s,"[0.2085089649659146, 0.20907857632300222, 0.21009478881158222]",_oACRt-Qp-s,0.8,_oACRt-Qp-s,"[0.1873919460257221, 0.18758169934640523, 0.1879717478389205]",_oACRt-Qp-s,3,_oACRt-Qp-s,1,-1yXdOufzKE,C minor,106,0,0,1,0,0,0,0,0,0
_UU29bZjgz4,22,_OEijvTi0NE,30,_UU29bZjgz4,22,_OEijvTi0NE,30,_UU29bZjgz4,0.951762676,_OEijvTi0NE,0.598212957,_OEijvTi0NE,438755.6818,_OEijvTi0NE,0,_OEijvTi0NE,0.727810376,_SsccRkLLzU,1,_OEijvTi0NE,37,_OEijvTi0NE,0.715214237,_OEijvTi0NE,0.555665889,_OEijvTi0NE,"[0.7631706154684096, 0.7654646877269426, 0.7679661855482927]",_OEijvTi0NE,0.2,_OEijvTi0NE,"[0.7764923747276689, 0.7766230936819172, 0.780566448801743]",_OEijvTi0NE,3,_OEijvTi0NE,3,_UU29bZjgz4,0.951762676,_OEijvTi0NE,0.598212957,_OEijvTi0NE,438755.6818,_OEijvTi0NE,0,_OEijvTi0NE,0.727810376,_SsccRkLLzU,1,_OEijvTi0NE,37,_OEijvTi0NE,0.715214237,_OEijvTi0NE,0.555665889,_OEijvTi0NE,"[0.7631706154684096, 0.7654646877269426, 0.7679661855482927]",_OEijvTi0NE,0.2,_OEijvTi0NE,"[0.7764923747276689, 0.7766230936819172, 0.780566448801743]",_OEijvTi0NE,3,_OEijvTi0NE,3,-44_igsZtgU,A major,118,1,0,0,0,0,0,0,1,0
_WJThbomts0,1,_r7yKaDxGvc,29,_WJThbomts0,1,_r7yKaDxGvc,29,_WJThbomts0,0.127418512,_r7yKaDxGvc,0.382850713,_r7yKaDxGvc,943540.4254,_r7yKaDxGvc,0.2,_r7yKaDxGvc,0.724686199,_T5FcBB9GIw,1,_r7yKaDxGvc,17,_r7yKaDxGvc,0.303823351,_r7yKaDxGvc,0.299755825,_r7yKaDxGvc,"[0.10420844474153296, 0.10423471850861553, 0.10438586229946525]",_r7yKaDxGvc,0.6,_r7yKaDxGvc,"[0.11176470588235295, 0.11178698752228164, 0.11205436720142603]",_r7yKaDxGvc,1,_r7yKaDxGvc,3,_WJThbomts0,0.127418512,_r7yKaDxGvc,0.382850713,_r7yKaDxGvc,943540.4254,_r7yKaDxGvc,0.2,_r7yKaDxGvc,0.724686199,_T5FcBB9GIw,1,_r7yKaDxGvc,17,_r7yKaDxGvc,0.303823351,_r7yKaDxGvc,0.299755825,_r7yKaDxGvc,"[0.10420844474153296, 0.10423471850861553, 0.10438586229946525]",_r7yKaDxGvc,0.6,_r7yKaDxGvc,"[0.11176470588235295, 0.11178698752228164, 0.11205436720142603]",_r7yKaDxGvc,1,_r7yKaDxGvc,3,-7ERMwnoxSI,D minor,89,0,0,0,1,0,0,0,0,0
_wZSB0b9OCA,14,_rnKWUHi7_A,30,_wZSB0b9OCA,14,_rnKWUHi7_A,30,_wZSB0b9OCA,0.996791632,_rnKWUHi7_A,0.672437367,_rnKWUHi7_A,1362982.027,_rnKWUHi7_A,0.2,_rnKWUHi7_A,0.726369083,_TBd-UCwVAY,1,_rnKWUHi7_A,25,_rnKWUHi7_A,0.64077373,_rnKWUHi7_A,0.650759352,_rnKWUHi7_A,"[0.5750830610021788, 0.5722724900145245, 0.5702172975671751]",_rnKWUHi7_A,0.4,_rnKWUHi7_A,"[0.5580337690631808, 0.5533496732026143, 0.555119825708061]",_rnKWUHi7_A,2,_rnKWUHi7_A,6,_wZSB0b9OCA,0.996791632,_rnKWUHi7_A,0.672437367,_rnKWUHi7_A,1362982.027,_rnKWUHi7_A,0.2,_rnKWUHi7_A,0.726369083,_TBd-UCwVAY,1,_rnKWUHi7_A,25,_rnKWUHi7_A,0.64077373,_rnKWUHi7_A,0.650759352,_rnKWUHi7_A,"[0.5750830610021788, 0.5722724900145245, 0.5702172975671751]",_rnKWUHi7_A,0.4,_rnKWUHi7_A,"[0.5580337690631808, 0.5533496732026143, 0.555119825708061]",_rnKWUHi7_A,2,_rnKWUHi7_A,6,-c7Ca2CY6x8,D major,149,0,0,0,1,0,0,0,1,0
_XOa7zVqxA4,52,_RuQrkMzvf8,30,_XOa7zVqxA4,52,_RuQrkMzvf8,30,_XOa7zVqxA4,0.982474087,_RuQrkMzvf8,0.310572395,_RuQrkMzvf8,1792630.626,_RuQrkMzvf8,0,_RuQrkMzvf8,0.724482818,_th7oVWjrXM,1,_RuQrkMzvf8,9,_RuQrkMzvf8,0.319379463,_RuQrkMzvf8,0.287743632,_RuQrkMzvf8,"[0.35781129689318636, 0.3555957896857372, 0.35304632241024253]",_RuQrkMzvf8,1,_RuQrkMzvf8,"[0.37292506043513296, 0.3703733548213806, 0.36682782702121947]",_RuQrkMzvf8,3,_RuQrkMzvf8,9,_XOa7zVqxA4,0.982474087,_RuQrkMzvf8,0.310572395,_RuQrkMzvf8,1792630.626,_RuQrkMzvf8,0,_RuQrkMzvf8,0.724482818,_th7oVWjrXM,1,_RuQrkMzvf8,9,_RuQrkMzvf8,0.319379463,_RuQrkMzvf8,0.287743632,_RuQrkMzvf8,"[0.35781129689318636, 0.3555957896857372, 0.35304632241024253]",_RuQrkMzvf8,1,_RuQrkMzvf8,"[0.37292506043513296, 0.3703733548213806, 0.36682782702121947]",_RuQrkMzvf8,3,_RuQrkMzvf8,9,0-U4Yr9UNBo,D major,117,0,0,0,1,0,0,0,1,0
_yl7YfEyK4Y,12,_SsccRkLLzU,30,_yl7YfEyK4Y,12,_SsccRkLLzU,30,_yl7YfEyK4Y,0.721928095,_SsccRkLLzU,0.361307929,_SsccRkLLzU,1690928.189,_SsccRkLLzU,0.2,_SsccRkLLzU,0.724357319,_U_4J_e6tQM,1,_SsccRkLLzU,26,_SsccRkLLzU,0.318609464,_SsccRkLLzU,0.428847351,_SsccRkLLzU,"[0.1463980392156863, 0.1488269063180828, 0.15299651416121998]",_SsccRkLLzU,0.8,_SsccRkLLzU,"[0.13244444444444445, 0.13351633986928105, 0.136]",_SsccRkLLzU,5,_SsccRkLLzU,3,_yl7YfEyK4Y,0.721928095,_SsccRkLLzU,0.361307929,_SsccRkLLzU,1690928.189,_SsccRkLLzU,0.2,_SsccRkLLzU,0.724357319,_U_4J_e6tQM,1,_SsccRkLLzU,26,_SsccRkLLzU,0.318609464,_SsccRkLLzU,0.428847351,_SsccRkLLzU,"[0.1463980392156863, 0.1488269063180828, 0.15299651416121998]",_SsccRkLLzU,0.8,_SsccRkLLzU,"[0.13244444444444445, 0.13351633986928105, 0.136]",_SsccRkLLzU,5,_SsccRkLLzU,3,064ipuBiWDg,A minor,88,1,0,0,0,0,0,0,0,0
